X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.532000e-05,2.000000e-08
0,-8.00e-03,2.68e+01,1.81e+01,7.16e+00,
1,0.00e+00,2.64e+01,1.80e+01,7.15e+00,
2,-8.00e-03,2.68e+01,1.81e+01,7.16e+00,
3,0.00e+00,2.64e+01,1.80e+01,7.14e+00,
4,0.00e+00,2.68e+01,1.81e+01,7.16e+00,
5,-8.00e-03,2.64e+01,1.80e+01,7.17e+00,
6,0.00e+00,2.68e+01,1.80e+01,7.16e+00,
7,-8.00e-03,2.64e+01,1.81e+01,7.15e+00,
8,0.00e+00,2.68e+01,1.80e+01,7.18e+00,
9,-8.00e-03,2.64e+01,1.81e+01,7.15e+00,
10,0.00e+00,2.68e+01,1.81e+01,7.16e+00,
11,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
12,0.00e+00,2.68e+01,1.80e+01,7.15e+00,
13,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
14,0.00e+00,2.68e+01,1.80e+01,7.16e+00,
15,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
16,0.00e+00,2.64e+01,1.81e+01,7.15e+00,
17,-8.00e-03,2.68e+01,1.80e+01,7.18e+00,
18,0.00e+00,2.68e+01,1.80e+01,7.16e+00,
19,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
20,0.00e+00,2.68e+01,1.81e+01,7.16e+00,
21,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
22,0.00e+00,2.68e+01,1.81e+01,7.17e+00,
23,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
24,0.00e+00,2.64e+01,1.80e+01,7.16e+00,
25,-8.00e-03,2.76e+01,1.81e+01,7.18e+00,
26,0.00e+00,2.68e+01,1.81e+01,7.17e+00,
27,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
28,0.00e+00,2.68e+01,1.80e+01,7.17e+00,
29,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
30,0.00e+00,2.68e+01,1.81e+01,7.17e+00,
31,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
32,-8.00e-03,2.68e+01,1.81e+01,7.18e+00,
33,0.00e+00,2.64e+01,1.80e+01,7.17e+00,
34,0.00e+00,2.68e+01,1.81e+01,7.17e+00,
35,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
36,0.00e+00,2.68e+01,1.80e+01,7.18e+00,
37,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
38,0.00e+00,2.64e+01,1.81e+01,7.20e+00,
39,-8.00e-03,2.68e+01,1.80e+01,7.17e+00,
40,0.00e+00,2.64e+01,1.80e+01,7.17e+00,
41,-8.00e-03,2.68e+01,1.81e+01,7.18e+00,
42,0.00e+00,2.68e+01,1.81e+01,7.18e+00,
43,-8.00e-03,2.64e+01,1.80e+01,7.18e+00,
44,0.00e+00,2.64e+01,1.81e+01,7.18e+00,
45,-8.00e-03,2.68e+01,1.80e+01,7.18e+00,
46,0.00e+00,2.68e+01,1.80e+01,7.18e+00,
47,-8.00e-03,2.64e+01,1.81e+01,7.20e+00,
48,-8.00e-03,2.68e+01,1.81e+01,7.18e+00,
49,0.00e+00,2.68e+01,1.80e+01,7.20e+00,
50,0.00e+00,2.68e+01,1.81e+01,7.18e+00,
51,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
52,0.00e+00,2.68e+01,1.80e+01,7.18e+00,
53,-8.00e-03,2.64e+01,1.81e+01,7.20e+00,
54,0.00e+00,2.68e+01,1.80e+01,7.18e+00,
55,-8.00e-03,2.64e+01,1.81e+01,7.20e+00,
56,0.00e+00,2.64e+01,1.81e+01,7.18e+00,
57,-8.00e-03,2.68e+01,1.80e+01,7.20e+00,
58,0.00e+00,2.68e+01,1.81e+01,7.20e+00,
59,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
60,0.00e+00,2.68e+01,1.81e+01,7.19e+00,
61,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
62,0.00e+00,2.68e+01,1.81e+01,7.19e+00,
63,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
64,0.00e+00,2.72e+01,1.80e+01,7.21e+00,
65,-8.00e-03,2.64e+01,1.81e+01,7.18e+00,
66,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
67,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
68,0.00e+00,2.68e+01,1.81e+01,7.19e+00,
69,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
70,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
71,-8.00e-03,2.68e+01,1.80e+01,7.19e+00,
72,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
73,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
74,0.00e+00,2.68e+01,1.80e+01,7.19e+00,
75,-4.00e-03,2.64e+01,1.81e+01,7.21e+00,
76,0.00e+00,2.68e+01,1.81e+01,7.22e+00,
77,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
78,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
79,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
80,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
81,-4.00e-03,2.64e+01,1.80e+01,7.19e+00,
82,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
83,-8.00e-03,2.64e+01,1.80e+01,7.19e+00,
84,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
85,-8.00e-03,2.68e+01,1.80e+01,7.20e+00,
86,0.00e+00,2.68e+01,1.80e+01,7.21e+00,
87,0.00e+00,2.64e+01,1.81e+01,7.19e+00,
88,0.00e+00,2.68e+01,1.80e+01,7.20e+00,
89,-8.00e-03,2.64e+01,1.81e+01,7.22e+00,
90,0.00e+00,2.64e+01,1.80e+01,7.20e+00,
91,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
92,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
93,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
94,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
95,-8.00e-03,2.68e+01,1.80e+01,7.21e+00,
96,0.00e+00,2.64e+01,1.80e+01,7.20e+00,
97,-8.00e-03,2.68e+01,1.81e+01,7.21e+00,
98,-4.00e-03,2.64e+01,1.81e+01,7.21e+00,
99,0.00e+00,2.68e+01,1.80e+01,7.21e+00,
100,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
101,-8.00e-03,2.64e+01,1.80e+01,7.20e+00,
102,0.00e+00,2.68e+01,1.80e+01,7.22e+00,
103,-8.00e-03,2.64e+01,1.81e+01,7.19e+00,
104,-8.00e-03,2.64e+01,1.81e+01,7.22e+00,
105,0.00e+00,2.68e+01,1.80e+01,7.21e+00,
106,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
107,0.00e+00,2.64e+01,1.80e+01,7.19e+00,
108,0.00e+00,2.64e+01,1.80e+01,7.22e+00,
109,-4.00e-03,2.68e+01,1.81e+01,7.21e+00,
110,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
111,-4.00e-03,2.68e+01,1.81e+01,7.22e+00,
112,0.00e+00,2.64e+01,1.80e+01,7.21e+00,
113,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
114,0.00e+00,2.64e+01,1.80e+01,7.21e+00,
115,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
116,0.00e+00,2.64e+01,1.81e+01,7.20e+00,
117,-8.00e-03,2.68e+01,1.80e+01,7.22e+00,
118,0.00e+00,2.68e+01,1.81e+01,7.21e+00,
119,-8.00e-03,2.64e+01,1.80e+01,7.22e+00,
120,0.00e+00,2.64e+01,1.81e+01,7.20e+00,
121,-8.00e-03,2.68e+01,1.80e+01,7.22e+00,
122,-8.00e-03,2.68e+01,1.80e+01,7.20e+00,
123,0.00e+00,2.64e+01,1.81e+01,7.22e+00,
124,0.00e+00,2.68e+01,1.81e+01,7.22e+00,
125,-8.00e-03,2.64e+01,1.80e+01,7.21e+00,
126,0.00e+00,2.64e+01,1.81e+01,7.22e+00,
127,-8.00e-03,2.68e+01,1.81e+01,7.21e+00,
128,-4.00e-03,2.64e+01,1.81e+01,7.21e+00,
129,0.00e+00,2.68e+01,1.80e+01,7.22e+00,
130,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
131,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
132,0.00e+00,2.68e+01,1.80e+01,7.21e+00,
133,-8.00e-03,2.64e+01,1.81e+01,7.22e+00,
134,-4.00e-03,2.68e+01,1.80e+01,7.20e+00,
135,0.00e+00,2.64e+01,1.81e+01,7.22e+00,
136,0.00e+00,2.64e+01,1.80e+01,7.22e+00,
137,-4.00e-03,2.68e+01,1.81e+01,7.21e+00,
138,-8.00e-03,2.68e+01,1.81e+01,7.20e+00,
139,0.00e+00,2.68e+01,1.80e+01,7.22e+00,
140,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
141,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
142,0.00e+00,2.64e+01,1.81e+01,7.21e+00,
143,-8.00e-03,2.68e+01,1.81e+01,7.22e+00,
144,-4.00e-03,2.64e+01,1.81e+01,7.21e+00,
145,0.00e+00,2.68e+01,1.80e+01,7.22e+00,
146,0.00e+00,2.68e+01,1.81e+01,7.22e+00,
