Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
10,0.0252746113928532,19.27909962393969,-0.7747879890651816
10.58424294923851,0.03592869159826653,19.23445361761167,-0.7723208124509569
11.2026198808505,0.03070651404355975,19.22020023833537,-0.8701953690304549
11.85712504868911,0.02614727019061982,19.2091227798471,-0.9472568950820826
12.54986921948269,0.02352740705063813,19.19788220315102,-0.8536416188329099
13.28308648001751,0.02670742649633329,19.18349583374514,-0.9061100706715841
14.05914144202507,0.04068378367873123,19.16374059664227,-0.9751859229420745
14.88053686801006,0.01313621364489581,19.18086767276253,-1.027592086714083
15.74992174261191,0.04034103173400744,19.1473021984111,-1.12282345911143
16.67009981552986,0.02883288757631067,19.15558130321034,-1.179787801811841
17.64403864356239,0.02098253441540474,19.15810301024379,-1.239538867253074
18.6748791609217,0.04325832162582179,19.13045025090572,-1.270416433206464
19.76594580868665,0.02502272530676564,19.14367552362762,-1.34438579908371
20.92075725606221,0.04492011956092206,19.1230292285715,-1.606161949353858
22.14303774802068,0.03155325229164147,19.13244423679598,-1.535111593393339
23.436729115921,0.0343660597396068,19.12695300227813,-1.591595381279944
24.80600348983997,0.02840175251828671,19.12991982048023,-1.613547486644165
26.25527675361243,0.0227801089391612,19.13006856274334,-1.669183075669395
27.78922278597281,0.02167085857141111,19.13040300133467,-1.864208348659673
29.41278853372508,0.02999266066908089,19.11918827375228,-2.0613305617116
31.13120996555226,0.03985664934701942,19.10518067420422,-2.103466601365355
32.95002895791605,0.03746201593377776,19.10561928488179,-2.221504627221449
34.87511116750276,0.03692655829615923,19.10568087726837,-2.418370407330457
36.91266494785499,0.03480647766833136,19.10038616445536,-2.497481388320466
39.06926137119375,0.03267855739809683,19.10160091201162,-2.674689478723323
41.35185542000135,0.02772329370508898,19.10496938760779,-2.828618170459606
43.76780841670799,0.04043472667634482,19.08976162214342,-2.92297382696183
46.3249117638163,0.02468387631511816,19.0974337075173,-3.113909628363956
49.03141207102686,0.04296147965790566,19.08087623136961,-3.338704647250811
51.8960377503974,0.04378157493200487,19.07611793436467,-3.447973889199396
54.92802716530586,0.05800879261576186,19.05653031874625,-3.602062429457106
58.13715842399698,0.04030867113088406,19.07048436103076,-4.066170032026974
