Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
10,-0.07221781906455854,19.2459457385256,-0.4446428059621468
10.58424294923851,-0.07174944246972226,19.24810518966884,-0.4534504979450134
11.2026198808505,-0.05750817520076303,19.22909777031925,-0.5445302399407694
11.85712504868911,-0.06725125637698333,19.23921934463045,-0.5327275828389446
12.54986921948269,-0.06540792990628029,19.23860457602342,-0.622751997454742
13.28308648001751,-0.04768149600379215,19.22132061799502,-0.6174344591268266
14.05914144202507,-0.06630584982443101,19.22938820702893,-0.5424290587050677
14.88053686801006,-0.06820382993964588,19.24500208854583,-0.6789543283727895
15.74992174261191,-0.07079594473506165,19.24201285392708,-0.7470975858587963
16.67009981552986,-0.0618352101118832,19.2345627480826,-0.7988807291673794
17.64403864356239,-0.07420730686511079,19.24559234120517,-0.8179362414515055
18.6748791609217,-0.0554576390274654,19.22865223761859,-0.8154043760843308
19.76594580868665,-0.05850488761358372,19.22911998181633,-0.944681888032477
20.92075725606221,-0.06471728598642554,19.23684033313853,-0.9546246214302521
22.14303774802068,-0.06397636644405533,19.23476722573501,-0.9553662870787516
23.436729115921,-0.07010364985997888,19.2414987912139,-1.119005574418047
24.80600348983997,-0.04995414157219909,19.22130501325956,-1.134223571182133
26.25527675361243,-0.06560561911909779,19.2345627829794,-1.093475960225035
27.78922278597281,-0.06332619413352764,19.23323238258306,-1.330790822688002
29.41278853372508,-0.05276949302384633,19.22270126653624,-1.236972630953126
31.13120996555226,-0.05969247965357861,19.22802239163098,-1.374684426880371
32.95002895791605,-0.05527798934598208,19.22355162674594,-1.49934576312284
34.87511116750276,-0.04597608191025611,19.21154816530124,-1.53483669360299
36.91266494785499,-0.04894289961204576,19.21572109988152,-1.698590046270326
39.06926137119375,-0.04582753294524686,19.21272621485283,-1.82833716471481
41.35185542000135,-0.06593937619559589,19.23211996431736,-1.844111906876305
43.76780841670799,-0.06164104072940849,19.22436266477625,-1.887386795779758
46.3249117638163,-0.073674360443931,19.23751934222147,-2.117859497700579
49.03141207102686,-0.06129625032174481,19.22296498767846,-2.246024124254177
51.8960377503974,-0.06517583385265928,19.22516294149451,-2.468927118302297
54.92802716530586,-0.0706864699797283,19.23026434788281,-2.539625281468306
58.13715842399698,-0.05401373286436978,19.21223382234582,-2.716119762708331
61.53378091379528,-0.05317123735445153,19.20632152142801,-2.756299726000961
65.12884867768241,-0.07238934210415716,19.22602979291183,-2.910045312251867
68.93395574087819,-0.07225310318174996,19.22476044587913,-3.093083655125214
72.96137350135093,-0.06654867850674927,19.21741957914462,-3.348520664510914
77.22409030484302,-0.06437084077189775,19.21185012165254,-3.538211677496037
81.73585333203927,-0.06052309413467769,19.2032701457816,-3.680939007030915
86.51121293296302,-0.04454049244619433,19.18653332643517,-3.865574021913005
91.56556955157842,-0.04996294569029596,19.18971107773014,-4.121920829784258
96.91522339193011,-0.06622989115611976,19.20459672612204,-4.429956563829904
102.5774269859912,-0.05400304726892054,19.18808505342897,-4.573157478076096
108.5704408327505,-0.04877545643998293,19.17524865137905,-4.965125996789496
114.9135922879754,-0.07270236398191503,19.19490400833351,-5.161906372307655
121.6273378945674,-0.06890230196753883,19.19219309432972,-5.52740076649583
128.7333293545225,-0.06969691980357985,19.18506321230451,-5.726135600924486
136.2544833552602,-0.06899935996465172,19.17286968174191,-6.052273190855004
144.2150554755048,-0.05687707593951771,19.15796355047942,-6.536893533135895
152.6407184090652,-0.0706672894376211,19.16528866992537,-6.909828165807127
161.5586447587848,-0.05016576436281638,19.13675919106492,-7.241067292087706
170.9975946676697,-0.04003376902195235,19.11480546858226,-7.693067429890363
180.9880085698029,-0.06182571249720918,19.12346167996206,-8.12597496896197
191.5621053601653,-0.05426831469463086,19.11060010589174,-8.547233376092166
202.7539862999612,-0.04543749944733711,19.08775494005516,-9.149063629064294
214.5997449925365,-0.05969152948660735,19.08814656935553,-9.70153851637275
227.1375837845639,-0.0702725631165915,19.08389860522261,-10.11056754700078
240.4079369678839,-0.06522975564631883,19.0648180108925,-10.52541208652735
254.4536011793301,-0.0548812526362923,19.03996605778267,-11.33654146146304
269.3198734190672,-0.06457000532627692,19.02473678852762,-11.85895911086386
285.0546971325567,-0.06895796204153241,19.01071301332552,-12.63264922107465
301.7088168272581,-0.05616005441159844,18.97324768639674,-13.34081323514134
319.3359417227003,-0.07111308728810468,18.95095305036953,-14.00202211047005
337.9929189616926,-0.07748867591537875,18.93464002599173,-14.86544854045381
357.7399169412834,-0.06209466602212269,18.88265837811954,-15.75187263137903
378.6406193546952,-0.05204550332223685,18.84111163699296,-16.54269858426571
400.7624305700231,-0.04402938077506558,18.78926478459819,-17.41446676846414
424.1766930080449,-0.06464196755245064,18.7646181798587,-18.36410195416433
448.9589172201711,-0.05489864425810256,18.7050342746121,-19.27102761630832
475.1890254085353,-0.03779018366150346,18.63835759052897,-20.2341008161959
502.9516091735803,-0.05149795068162086,18.58591846828124,-21.36576280892652
532.3362023203628,-0.06866939589363363,18.53976714168235,-22.65893774142285
563.4375696033708,-0.0651085439168758,18.46745141879932,-23.69587448173311
596.3560123410552,-0.05723445484344229,18.38009473291107,-25.02641895559832
631.1976918856806,-0.07155039544340949,18.31039454752712,-26.24529671003475
668.0749719916639,-0.04413067022890321,18.19518073532759,-27.54684122086348
707.1067811865476,-0.05318204527501194,18.10252951354838,-28.71892882922837
748.4189963132453,-0.05759349497247741,17.99310822225531,-30.50599962891957
792.1448484804624,-0.04133555807137625,17.86334754979538,-31.63055650197154
838.4253527304941,-0.03033944943422934,17.72180071778817,-33.06260135032459
887.4097628100533,-0.06378587968151063,17.61201255235994,-34.52983084885507
939.2560525107727,-0.04571273428477016,17.44454268444334,-36.267374500539
994.1314251316742,-0.08611417162637205,17.30939953088089,-38.08449663524976
1052.212852706634,-0.07923091077959007,17.14199767136988,-39.80400845399572
1113.687646735833,-0.04400312293282289,16.93585732886401,-41.10918006431304
1178.754062261777,-0.06120647153001803,16.75230469444703,-42.88721282577006
1247.621937238045,-0.04028068380039497,16.51519151732463,-44.84004678659919
1320.513369252708,-0.04931699765494739,16.30333815955609,-46.35564305140428
1397.663431788814,-0.00564873552437542,16.03949246369039,-48.01125284660345
1479.320932331926,-0.04854618194358533,15.83104660816854,-50.01259472039138
1565.749214769513,-0.01646331656813202,15.53819752144386,-51.67327394043775
1657.227008669993,-0.02971442826888234,15.28313116033809,-53.44753340254428
1754.049328180301,-0.03149907691093011,15.01032880723805,-55.3540465079756
1856.528423440887,-0.02290504486690831,14.70422584690441,-57.11660660566706
1964.994787586509,-0.01333940469106167,14.39618745292639,-58.80744014839786
2079.798222580294,-0.02447320627741079,14.09123862278211,-60.50130534765199
2201.308967318424,-0.02091638971556974,13.75852459024276,-62.34055842184281
2329.918891643553,0.006544478504312833,13.39980684108062,-64.02550205276103
2466.042760117587,-0.004819623528559419,13.06816431687964,-65.59740670660898
2610.119569629524,0.04184514210276303,12.68186740450808,-67.24203455316868
2762.613965152073,-0.002994010932617779,12.34298073442171,-69.15172969969086
2924.017738212866,0.01100207886364754,11.95178276314492,-70.82411675655504
3094.851412912785,0.01618770214208044,11.58745655110098,-72.61360642489694
3275.665924606298,0.04540808770759228,11.16896002301231,-74.22891343313374
3467.044396657504,0.02560739246542373,10.79678262293088,-75.97124584167742
3669.604021001906,0.03679737267350314,10.36921100644832,-77.48079033808827
3883.998048578666,0.07010338245077855,9.964507519846531,-78.95184820024384
4110.91789605249,0.08908142168628867,9.546598583683981,-80.88108361192498
4351.095375619197,0.0375868815913004,9.144822711746118,-82.35295659768701
4605.305055086172,0.06417508606929917,8.715447228935631,-83.9741354340768
4874.36675583883,0.07554099222131019,8.265677057932439,-85.7212415383007
5159.148196748966,0.06864260673181488,7.837171472401733,-87.24625620539972
5460.567792551683,0.09223498916247591,7.363189714540685,-89.16180802800029
5779.597615715405,0.1186456729263277,6.921182632901733,-90.16324059736257
6117.266531357141,0.09139865087132579,6.483886810978115,-92.289357305305
6474.663515312955,0.1300249644602719,6.020250065935945,-93.75837372329649
6852.941166064297,0.1222130106536758,5.563802062036283,-95.44742499749634
7253.319421846229,0.07193636888867028,5.167685053546669,-97.58222791771595
7677.08949492507,0.08391619361815614,4.698208601719005,-98.99974118958249
8125.618035733363,0.07870908951533101,4.191998871008934,-100.9308599612243
8600.351540291613,0.1224818446779858,3.732181557339874,-102.7011556982383
