X,CH1,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,5.648000e-05,2.000000e-08
0,3.24e+01,2.16e-01,-4.00e-01,
1,3.16e+01,2.16e-01,4.00e-01,
2,3.24e+01,2.16e-01,-4.00e-01,
3,3.16e+01,2.16e-01,4.00e-01,
4,3.24e+01,2.16e-01,-4.00e-01,
5,3.20e+01,2.24e-01,4.00e-01,
6,3.24e+01,2.16e-01,-4.00e-01,
7,3.16e+01,2.24e-01,4.00e-01,
8,3.24e+01,2.16e-01,-4.00e-01,
9,3.16e+01,2.16e-01,4.00e-01,
10,3.24e+01,2.16e-01,-4.00e-01,
11,3.16e+01,2.32e-01,4.00e-01,
12,3.16e+01,2.32e-01,4.00e-01,
13,3.24e+01,2.24e-01,-4.00e-01,
14,3.24e+01,2.24e-01,-4.00e-01,
15,3.16e+01,2.32e-01,4.00e-01,
16,3.20e+01,2.32e-01,4.00e-01,
17,3.16e+01,2.24e-01,-4.00e-01,
18,3.24e+01,2.32e-01,-4.00e-01,
19,3.16e+01,2.24e-01,4.00e-01,
20,3.16e+01,2.24e-01,4.00e-01,
21,3.24e+01,2.32e-01,-4.00e-01,
22,3.16e+01,2.24e-01,-4.00e-01,
23,3.24e+01,2.40e-01,4.00e-01,
24,3.16e+01,2.24e-01,-4.00e-01,
25,3.24e+01,2.48e-01,4.00e-01,
26,3.16e+01,2.48e-01,-4.00e-01,
27,3.24e+01,2.32e-01,4.00e-01,
28,3.16e+01,2.40e-01,4.00e-01,
29,3.20e+01,2.40e-01,-4.00e-01,
30,3.16e+01,2.40e-01,4.00e-01,
31,3.16e+01,2.48e-01,-4.00e-01,
32,3.16e+01,2.40e-01,-4.00e-01,
33,3.16e+01,2.48e-01,4.00e-01,
34,3.20e+01,2.40e-01,4.00e-01,
35,3.16e+01,2.40e-01,-4.00e-01,
36,3.16e+01,2.48e-01,4.00e-01,
37,3.16e+01,2.40e-01,-4.00e-01,
38,3.16e+01,2.40e-01,-4.00e-01,
39,3.16e+01,2.56e-01,4.00e-01,
40,3.16e+01,2.56e-01,4.00e-01,
41,3.16e+01,2.48e-01,0.00e+00,
42,3.20e+01,2.56e-01,-4.00e-01,
43,3.16e+01,2.48e-01,4.00e-01,
44,3.16e+01,2.56e-01,4.00e-01,
45,3.16e+01,2.48e-01,-4.00e-01,
46,3.16e+01,2.56e-01,4.00e-01,
47,3.16e+01,2.48e-01,0.00e+00,
48,3.16e+01,2.48e-01,0.00e+00,
49,3.16e+01,2.56e-01,4.00e-01,
50,3.16e+01,2.64e-01,-4.00e-01,
51,3.16e+01,2.48e-01,4.00e-01,
52,3.16e+01,2.64e-01,4.00e-01,
53,3.16e+01,2.48e-01,0.00e+00,
54,3.16e+01,2.64e-01,4.00e-01,
55,3.20e+01,2.64e-01,4.00e-01,
56,3.20e+01,2.64e-01,-4.00e-01,
57,3.16e+01,2.64e-01,4.00e-01,
58,3.16e+01,2.64e-01,-4.00e-01,
59,3.16e+01,2.64e-01,4.00e-01,
60,3.16e+01,2.64e-01,4.00e-01,
61,3.20e+01,2.64e-01,-4.00e-01,
62,3.16e+01,2.64e-01,4.00e-01,
63,3.20e+01,2.64e-01,0.00e+00,
64,3.16e+01,2.64e-01,4.00e-01,
65,3.20e+01,2.80e-01,0.00e+00,
66,3.16e+01,2.80e-01,4.00e-01,
67,3.16e+01,2.80e-01,-4.00e-01,
68,3.16e+01,2.80e-01,4.00e-01,
69,3.16e+01,2.72e-01,4.00e-01,
70,3.16e+01,2.72e-01,4.00e-01,
71,3.16e+01,2.80e-01,0.00e+00,
72,3.16e+01,2.72e-01,4.00e-01,
73,3.16e+01,2.80e-01,0.00e+00,
74,3.16e+01,2.80e-01,4.00e-01,
75,3.16e+01,2.72e-01,-4.00e-01,
76,3.16e+01,2.88e-01,4.00e-01,
77,3.16e+01,2.72e-01,0.00e+00,
78,3.16e+01,2.80e-01,4.00e-01,
79,3.16e+01,2.96e-01,-4.00e-01,
80,3.16e+01,2.88e-01,0.00e+00,
81,3.16e+01,2.96e-01,4.00e-01,
82,3.16e+01,2.88e-01,4.00e-01,
83,3.16e+01,2.96e-01,0.00e+00,
84,3.16e+01,2.88e-01,4.00e-01,
85,3.16e+01,2.96e-01,0.00e+00,
86,3.16e+01,2.88e-01,4.00e-01,
87,3.16e+01,2.88e-01,4.00e-01,
88,3.16e+01,2.88e-01,4.00e-01,
89,3.16e+01,2.88e-01,0.00e+00,
90,3.16e+01,2.88e-01,4.00e-01,
91,3.16e+01,3.04e-01,4.00e-01,
92,3.16e+01,3.04e-01,4.00e-01,
93,3.16e+01,2.88e-01,0.00e+00,
94,3.16e+01,3.04e-01,0.00e+00,
95,3.20e+01,2.96e-01,4.00e-01,
96,3.16e+01,3.04e-01,4.00e-01,
97,3.16e+01,2.96e-01,4.00e-01,
98,3.16e+01,2.96e-01,4.00e-01,
99,3.16e+01,3.04e-01,-4.00e-01,
100,3.16e+01,3.04e-01,4.00e-01,
101,3.16e+01,2.96e-01,4.00e-01,
102,3.16e+01,3.04e-01,4.00e-01,
103,3.16e+01,2.96e-01,0.00e+00,
104,3.16e+01,3.20e-01,4.00e-01,
105,3.16e+01,2.96e-01,0.00e+00,
106,3.16e+01,3.12e-01,4.00e-01,
107,3.20e+01,3.12e-01,0.00e+00,
108,3.20e+01,3.12e-01,4.00e-01,
109,3.16e+01,3.20e-01,0.00e+00,
110,3.16e+01,3.12e-01,4.00e-01,
111,3.16e+01,3.20e-01,0.00e+00,
112,3.16e+01,3.12e-01,4.00e-01,
113,3.16e+01,3.20e-01,4.00e-01,
