Time (s),Channel 1 (V),Channel 2 (V)
-0.002580133043478261,0.2541068454948103,-9.607462876510992
-0.002579503043478261,0.2578036654132118,-9.566849470525414
-0.002578873043478261,0.2578036654132134,-9.515159681089182
-0.002578243043478261,0.2615004853316147,-9.470854147286692
-0.002577613043478261,0.2615004853316147,-9.422856485667372
-0.002576983043478261,0.2615004853316147,-9.38962733531552
-0.002576353043478261,0.2541068454948137,-9.345321801513071
-0.002575723043478261,0.2578036654132134,-9.293632012076838
-0.002575093043478261,0.2615004853316147,-9.249326478274369
-0.002574463043478261,0.2578036654132151,-9.20502094447192
-0.002573833043478261,0.2615004853316147,-9.160715410669432
-0.002573203043478261,0.2615004853316131,-9.109025621233199
-0.002572573043478261,0.2578036654132134,-9.06472008743075
-0.002571943043478261,0.2615004853316147,-9.024106681445152
-0.002571313043478261,0.2651973052500178,-8.976109019825792
-0.002570683043478261,0.2651973052500178,-8.931803486023343
-0.002570053043478261,0.2688941251684209,-8.95764838074145
-0.002569423043478261,0.2651973052500195,-9.064720087430702
-0.002568793043478261,0.2615004853316147,-9.186560305387538
-0.002568163043478261,0.2615004853316164,-9.289939884260011
-0.002567533043478261,0.2651973052500178,-9.38962733531552
-0.002566903043478261,0.2615004853316147,-9.474546275103584
-0.002566273043478261,0.2578036654132134,-9.548388831441061
-0.002565643043478261,0.2578036654132134,-9.611155004327864
-0.002565013043478261,0.2541068454948103,-9.648076282496588
-0.002564383043478261,0.2578036654132118,-9.688689688482166
-0.002563753043478261,0.2541068454948103,-9.707150327566547
-0.002563123043478261,0.2541068454948087,-9.72191883883403
-0.002562493043478261,0.250410025576409,-9.710842455383419
-0.002561863043478261,0.2541068454948103,-9.707150327566547
-0.002561233043478261,0.2578036654132118,-9.673921177214678
-0.002560603043478261,0.2541068454948103,-9.636999899045971
-0.002559973043478261,0.2541068454948103,-9.592694365243501
-0.002559343043478261,0.2578036654132118,-9.555773087074794
-0.002558713043478261,0.2541068454948103,-9.493006914187948
-0.002558083043478261,0.2541068454948103,-9.459777763836096
-0.002557453043478261,0.2541068454948103,-9.411780102216754
-0.002556823043478261,0.2578036654132134,-9.382243079681775
-0.002556193043478261,0.2615004853316147,-9.326861162428671
-0.002555563043478261,0.2615004853316147,-9.28255562862622
-0.002554933043478261,0.2541068454948103,-9.234557967006879
-0.002554303043478261,0.2541068454948103,-9.19025243320443
-0.002553673043478261,0.2541068454948103,-9.138562643768196
-0.002553043043478261,0.2541068454948103,-9.101641365599473
-0.002552413043478261,0.2541068454948103,-9.057335831797005
-0.002551783043478261,0.2541068454948103,-9.005646042360791
-0.002551153043478261,0.2578036654132151,-8.961340508558306
-0.002550523043478261,0.2615004853316147,-8.92811135820647
-0.002549893043478261,0.2578036654132134,-9.005646042360791
-0.002549263043478261,0.2578036654132134,-9.112717749050043
-0.002548633043478261,0.2578036654132134,-9.238250094823751
-0.002548003043478261,0.2541068454948103,-9.334245418062434
-0.002547373043478261,0.2615004853316114,-9.430240741301072
-0.002546743043478261,0.2578036654132134,-9.507775425455437
-0.002546113043478261,0.2578036654132151,-9.574233726159161
-0.002545483043478261,0.2615004853316147,-9.622231387778481
-0.002544853043478261,0.2578036654132134,-9.666536921580949
-0.002544223043478261,0.254106845494812,-9.696073944115915
-0.002543593043478261,0.2578036654132134,-9.71453458320029
-0.002542963043478261,0.2615004853316147,-9.718226711017163
-0.002542333043478261,0.2578036654132151,-9.707150327566552
-0.002541703043478261,0.2541068454948103,-9.692381816299056
-0.002541073043478261,0.2578036654132118,-9.66284479376406
-0.002540443043478261,0.2541068454948103,-9.622231387778481
-0.002539813043478261,0.2578036654132134,-9.581617981792885
-0.002539183043478261,0.2578036654132134,-9.537312447990436
-0.002538553043478261,0.2541068454948103,-9.478238402920457
-0.002537923043478261,0.2578036654132134,-9.437624996934861
-0.002537293043478261,0.254106845494812,-9.397011590949283
-0.002536663043478261,0.2541068454948103,-9.363782440597413
-0.002536033043478261,0.2467132056580076,-9.312092651161182
-0.002535403043478261,0.250410025576409,-9.271479245175604
-0.002534773043478261,0.2541068454948103,-9.21978945573939
-0.002534143043478261,0.2541068454948087,-9.171791794120029
-0.002533513043478261,0.250410025576409,-9.12748626031758
-0.002532883043478261,0.250410025576409,-9.086872854331984
-0.002532253043478261,0.2541068454948087,-9.042567320529534
-0.002531623043478261,0.2541068454948103,-8.994569658910173
-0.002530993043478261,0.254106845494812,-8.950264125107704
-0.002530363043478261,0.2578036654132134,-8.950264125107704
-0.002529733043478261,0.2541068454948103,-9.053643703980132
-0.002529103043478261,0.2615004853316131,-9.175483921936971
-0.002528473043478261,0.2578036654132134,-9.286247756443093
-0.002527843043478261,0.2578036654132134,-9.378550951864902
-0.002527213043478261,0.2578036654132134,-9.4671620194698
-0.002526583043478261,0.2578036654132134,-9.533620320173544
-0.002525953043478261,0.2541068454948103,-9.600078620877246
-0.002525323043478261,0.250410025576409,-9.640692026862842
-0.002524693043478261,0.2541068454948103,-9.684997560665312
-0.002524063043478261,0.2467132056580076,-9.703458199749685
-0.002523433043478261,0.250410025576409,-9.725610966650908
-0.002522803043478261,0.250410025576409,-9.718226711017163
-0.002522173043478261,0.2541068454948087,-9.707150327566552
-0.002521543043478261,0.250410025576409,-9.68130543284844
-0.002520913043478261,0.2541068454948103,-9.655460538130333
-0.002520283043478261,0.2541068454948103,-9.607462876510992
-0.002519653043478261,0.2541068454948103,-9.570541598342267
-0.002519023043478261,0.2541068454948103,-9.515159681089164
-0.002518393043478261,0.2541068454948103,-9.474546275103584
